Title,Rating,Comment
Budget headphones with excellent sound quality,4,"Have been using these headphones since 2years almost.very happy with with the performance. And of course the price at which it comes is very reasonable considering the sound quality.got it for around 650 rs during amazon flash sale.otherwise you can buy these headphones at around 799 rs.

The treble and bass is very well balanced.although we can change the sound settings through the phone.you can hear it at the maximum volume and it will not sound irritating nor will it affect your ears.

I am using these headphones with asus zenfone max and moto g 2.

The quality of the wire is really good I feel.but nowadays there are flat wires coming in some of the headphone brands which are less likely to entangle.sennheiser can make such changes too.if the r & d department understands the needs of the consumers.

Another drawback is that it does not have a microphone.so you can not use for making calls.although you can get your phone closer to your mouth and speak but still if a microphone is provided it is going to be the bestest headphones in the market."
Budget earphones,5,"Sennheiser CX 180 Street ll

Sound Quality: 5/5

Build Quality: 4/5

Customer Support: 5/5

Value for Money: 5/5

Why you should buy it?
Frequency Response: 20 to 20, 000 Hz-Means you can enjoy your music even in low volume with every beat of sound.
Impedance: 16 Ohms-Means BASS is Awesome.
Noise Cancellation
Cable length-1.2 m
3.5 mm Gold plated L-shaped Single Pin Connector. L-shaped is better than straight ones.
Excellent and comfortable fit in the ear canal(ear adapters in different sizes included for custom fit)
Provides unparalleled bass sound with balanced and high resolution stereo sound, Very good audio quality with crystal clear sound.
Sound pressure level(SPL) 110dB(1kHz/1Vrms)
9, Finger contoured housing design that makes it easy to adjust and gives it a stylish appearance as well.
Genuine.No mics.No volume control keys.only for Music lovers. But you can talk with this headphone but you have to speak through your phone microphone.
Find it on https://ebay.in/itm/Sennheiser-CX-180-Street-II-In-ear-canalphone-Black-Grey-3-M onth-Seller-Warranty-/201684958420?hash=item2ef55c3cd4:g:K5IAAOSwLnBX5O77

For the best price"
Sennheiser teach how the music is.,5,"My favroit and loveable earphone I wold like to buy this earphone in every life can catch easily, suportable in every phone can recoggines the bass can here the fluent soo beautiful . So gorgeous and the main thing is the price, recoverable 100 earphone is equal to one that is sennheiser .2 year gauranty.now a day you all can see that if we to the service center it take max to max 1. Week or 1 month and sennheiser service center is more than awsome they just check in frunt of you and it get replace in a minute they dont even say that come after some days then need just 2 minutes to bring the earphone from back office where they keep the earphone to replace I would like recommend to all of youall take sennnhiser and be in music life . Thank you."
Good earphones,3,"Sennhieser is one of the leading audio tech company of the world they made cheap and expensive earphones and headphones. These CX 180 model is a pretty good one if your budget is less than 1000. They do provide you clear sound quality what they don't give is bass, so if you are looking for bass so you should not consider this model as your option. The company tells you that the wire do not stuck in ypur pocket after using it for six months I got to know that it stucks so its not a big deal I think its worth a shot."
The best in its price range,5,"It is the best earphones under the budget of rs 1000.the best audio quality and also comes with a warranty of 2years by the company.everyone should blindly buy it , if price is not the issue!

Its almost tangle free and supports all devices!

Grab these as soon as possible if audio quality is priority for you!"
Worth it,4,"I bough these earphone from flipkart for 650? , these are best earphone at this price , these earphone has many pros such as

1) Its an great buy . its design is good ,

2) good branding ,

3) base is also too good ,

and

4) there no noise from outside after you plug it in to your ears

5) 2 years of warranty

But as every thing has some cons these earphone has too .

1) As compared to mi basic ear phone ( 500? ) these earphone lack in durabilty as mi basic has metal caps and this earphone has plastic caps

2) not available in many colours

3) No free case or cover to keep them safe

I thought there are many pros as compared to cons , so you might check these out

I rated

design - 9/10

sound -8/10

durabilty -7/10

branding -8/10

overall 8 , Good buy"
Much better than skullcandy,4,After using skullcandy inkd2 earphone which I had buy at rs 980 I ordered this earphone which is much better n cheap in cost with even more best bass quality. This is my best earphone till now. it has best design and quality of material and rubber is much better than any other earphones in this range. So don't be afraid just order it .
The best budget earphone,5,"One of the most balanced headphones in this price range of below rs 1000. Bought it after a lot of research.

The bass is pretty good too(but not overpowering) provided if the insulation is proper, and this reminds me the insulation IS pretty good - in fact so good that you can't hear anything from outside 99% of the time.

So you have to be pretty aware of your surroundings.

A bit tech review:

Bass is not at all muddy and is much better than the bass expected out of a pair of cans of this range.

Treble and clarity amazed me when compared to alot of in ear phones, these produce a way much clearer sound than any other ear phone in this range.

Fit is also pretty decent as after a week of jogging, I didn't find these slipping out of my ears because of sweat or the rhythmic movement of the chord.

Build quality is satisfactory although they look a little delicate."
Review on sennheiser cx 180,5,"This Sennheiser CX 180 Street II is one of the Best In-ear headphone in the market. I was so confused whether I would buy it or not.but after so many researches I found this one worth. I am a music lover and love Electronic Gadgets. I bought it for my Microsoft Lumia 630. I love to collect various types of headphones, specially In-ear ones. I have HP, JBL T150A. Before buying it I thought my JBL T150A is the best, but now for me

Sennheiser CX 180 Street II is the Unique.

Now come to main fact. Why you should buy it?
Frequency Response: 20 to 20,000 Hz-Means you can enjoy your music even in low volume with every beat of sound.
Impedance: 16 Ohms-Means BASS is Awesome.
Noise Cancellation
Cable length-1.2 m
3.5 mm Gold plated L-shaped Single Pin Connector. L-shaped is better than straight ones.
Excellent and comfortable fit in the ear canal(ear adapters in different sizes included for custom fit)
Provides unparalleled bass sound with balanced and high resolution stereo sound, Very good audio quality with crystal clear sound.
Sound pressure level(SPL) 110dB(1kHz/1Vrms)
9, Finger contoured housing design that makes it easy to adjust and gives it a stylish appearance as well.
Genuine.No mics.No volume control keys.only for Music lovers. But you can talk with this headphone but you have to speak through your phone microphone.
So those were 10 facts why you should go for it. Don't think twice, just buy it. You won't regret on your decision.

N.B.-Try to use songs/musics of 320 kbps for best audio sound and experience. Cause in this bit rate, all beats you can hear than 128kbps or 176kbps or 250kbps songs.

2 Rings on 3.5 mm jack. Do you know what is the difference between 2 rings or 3 rings on 3.5 mm jack? I mean to say why do some 3.5 mm jack have 2 rings and some have 3 rings?

Answer.- 3 rings for microphone, and 2 rings for only earphone audio.In this headphone you can notice that it has 2 rings on cable connector,Cause it doesn't has any mic or microphone.

So, Don't think twice, just buy it. You won't regret on your decision.

I hope this review will help you to understand your Sennheiser CX 180 Street II in-ear headphone"
USING THIS FOR FIVE MONTHS,5,"Dear Readers,

I'm using this earphone for five months and I wonder what a bass it has. Under price of Rs. 1000/- this earphone is mind blowing. I recommend this earphone to everyone because it has a very great bass and music quality is very very nice. I would say under price of Rs. 2000/- there are not any single earphone which compete this earphone. Sennheiser CX 180 Street II is very very fadu, bole to apni language main. You can use this earphone for non stop 2-3 hours and your ear will not pain because it is very comfortable than others. In the box you will be given three sizes of ear plugs(small, medium & big). You can use any of them according to your ear size.

Finally, I would recommend this earphone under price of Rs. 2000/-

Thumbs Up. JUST BASS BASS BASS!"
Best Under 1000 rs,4,"Sennheiser CX 180 Street 2 is the best option in the range of 1000 rs. The sound is really nice. Bass is high. I mean my experience is good since I have bought these tech. Just there is one problem that I face is cable gets tangle.

It has got a earbud design that grips perfectly between my fingers. So they are easy to fix and remove into the ears."
Purchase It Without Any Doubt,5,"Hi guys it's me Bijender once again back with yet another review of an earphone whch is manufactured by Sennheiser so in this review I will share my experience as well as my opinion whether you should purchase the earphone or not and also tell who should purchase this earphones or not.

There is no doubt that this earphone is really value for money because I purchased the earphone many times ago and I don't have any type of complaint regarding the earphone and if I talk about the build quality so it looks really premium and it works on 16ohms and the frequency is lie between 18 to 20, 000Hz which is really good and it's simply means you will get better bass and sound quality it really works very well and all the features of the earphones is really good and also I get 2 years manufacturer warranty which sounds really good it works very well.The earphone is compatible with mobile, tablets and laptops also I listen to the music on my smartphone, tablet as well as on my laptop and I didn't found any type of problem regarding the earphone and that's why I suggest people those who want to purchase the earphones so can purchase it and you will never find any type of problem in the earphones."
Best ear phone in category for bud type head phone,5,I purchase it on last month and I am trying to figure out the comparison between bose and sennheiser both having same quality it is nice small piece of head phone you can use it while jogging cycling it have nice feature known as noise cancelling which cancels unwanted noise source and give every beats of your songs directly in your years. It comes with two years manufacturing warranty . the form factor comprises of nice rubber and I am using this company head phone since 10years and I am over welhmed from their products they are making
Awsm earphones,5,The sound quality of this product is just awsome.The bass and the balancing between the sound vibrations are too good. Sennheiser produces thd greatest sound products ever .just loved it.i recommend everyone to buy this product .It works nicely on all anroid devices.i am using these earphones for about 1week and I greatly satisfied with it : )
Clarity music,5,"It gives clear music and sound so nice about its going to be everyones favourites one this is the best one isawn

It was so deligt it is best ever one iwill give it 5stars this works very nicely and clear to hear

Its asuper one its so smooth and delicate one it has nice features it gives every thing it performs so well .its the niceone."
It is very cool,5,"I’ve bought cx180 after reading a lot of reviews from other customers. And I should say that these pair of headphones didn’t disappoint me in terms of sound quality. The build quality is decent and they fit perfectly on my ears Believe me, this earphone delivers the best quality of sound under this price category. With great amount of bass and impressive sound quality. The build quality is very nice."
Best for price!!,4,"I've bought cx180 after reading a lot of reviews from other customers.  And I should say that these pair of headphones didn't disappoint me in terms of sound quality. The build quality is decent and they fit perfectly on my ears.

The bass is excellent when compared to other headphones under 1k price tag. Mid and high tones are also soothing to the ears.

There are some not so good factors such as a lack of an inbuilt microphone and also antitangle cables which are usually provided by other brands in the same price range.

Overall a good quality product. I recommend them for those who insist on sound quality."
THE BEST UNDER 1000,5,"I was really lookin for a great earphone under 1000 rupees . Believe me, this earphone delivers the best quality of sound under this price category. With great amount of bass and impressive sound quality. The build quality is very nice and the wires are of high quality and almost tangle free. These earphones are really strong and can survive heavy tensions easily and it comes with a 2 year warranty..now what do you need? JUST GO FOR IT!!!"
Use it for 730 days,4,This product offers you a 2 years warranty period which is the eyecatcher.I replaced my earphones after one year of use .They'll replace it without any hastle. The sound quality is much more superior in this range like jbl etc.The rms value and imepdance value is better than many products in this range.Go for it with full ease
BEAST IN THIS RANGE,4,"First of all I want to tell you that there are numerous products in this range which provide pretty decent decent but this one is one of the best earphones in the range of 1000 rupees . I bought it 1 months ago and it is sounding pretty awesome,sound is clear and punchy like crystal clear .It has decent bass with perfect treble which sound amazing .I can use it for contineous 3 to 4 hour without having any comfort issues.

PROS;

1)LIGHT WEIGHT.

2)MADE OF STRONG MATERIAL .

3)COMES WITH 3 DIFFERENT TYPES OF SIZES .

4)DECENT BASS.

5)CRISPY SOUND .

CONS;

1)NOT FOR BASS LOVERS .

2)LESS SERVICE CENTRE OF SENNHEISER

3)LOW SOUND VOLUME IN MOBILE COMPARE TO LAPTOPS .

4)AT FULL VOLUME SOUND GETS DISTORTED.

Overall this is a pretty good product if you are not a bass lover .These are very comfortable which will give you decent sound quality for daily purpose use.One cannot expect more than this in this range .If you are looking for a earphone with crystal clear sound then you should go for it."
Pure and clear sound in budget.,4,"I brought this pair of earphones around a couple of week ago and i'm use it 3-4 hours a day. When I heard its sound first time

I was like waoo, it was clear and the bass was quite balanced and accurate. I also own JBL T-150A which are also a decent pair of earphone and it comes with a microphone also but if we compare both just on the basis of sound quality, in my opinion CX-180 does a better job. Somebody can also say JBL-T150A is superior, its a matter of personal preference, but I like the CX-180 more.

I would like to give pros and cons to help you make your decision:

PROS:
2 years warranty
Angular jack
Great sound quality
Decent build quality
Noise cancellation feature
Light weight and Comfortable
CONS:
No microfone
Wire is not tangle free
There are very less flaws in these earphones to talk about. Yeah the absence of mic is quite disappointing but its not a deal breaker. Overall these are really good pair of earphones and you will definitely gonna love its sound"
Best Earphones at this price point,5,"I have bought this earphone at 950 rs and I am happy to buy this little beast at an affordable price tag. I have bought it from Amazon as Amazon provides really great deals for this earphone.

You can also test the earphone in Vijay sales stores before buying, because you will not find the open piece anywhere else.

If your budget is around 1000-1500 rs then please don't buy any other than this, as it compete with earphones which are priced at 1500 rs."
Best in class with Punchy BASS.,4,"Firstly, before starting review I want to say that I am using this earphone since 2 years. so my review is based on 2 year experience.

1) **Build Quality**: It looks very delicate, but it is very very sturdy. It comes with tangle free chord which is long enough. ear buds are very soft & offers good noise isolation in its class. Jack also has good build quality. Ear fit is very good.

2) Sound Reproduction: sound sensitivity is very good, so that you can hear music in full voulume without pain in ear. It has good treble. mid bass is also very good. bass could be somewhat better.

3) They are just awsome earphones. They comes in top 10 list under 2000 yet they only consts 800 bucks now. I bought it for Rs.850/- two years ago.

4) And last bonus point is'THEY COMES WITH THREE YEAR LIMITED WARRENTY'.

which is very awsome. No other company like sony, skullcandy offers three year warrenty instead they only offers six month warrenty.

I will recommend this to everyone. I will give 4 stars because they lack somewhat in bass."
One of the best earphones under Rs. 1000,4,"I have used this earphones for more than 6 months and here is my detailed review:

Sound:

its sound quality is very nice you can easily hear all the instruments in song, it has good amount of bass and the vocals are clear and the treble could have been little better I will give its sound quality 8.5 out of 10.

comfort:

this earphones come with three pair of silicon small, medium, large you can use that fits perfectly your ear. They are very comfortable does not hurt ears even after very long hours of use. 10 out of 10.

Build quality:

I have been using these earphones for more than 6 months they are still in perfect condition which tells for their build quality. They are nicely made they don't get dirty at all, they does not get any fingerprint mark.Just one issue its wire is not tangle free.

9 out of 10

To sum it up they are pretty good earphones value for money I highly recommend it."
Good earphones,4,"I bought these for Rs. 750 and found them really good for the price I paid.

The sound is good, bass is ok, specs are ok and are compatible with every device with a 3.5mm jack.

Moreover the company also gives a 2yr warranty for the earphones which is amazing.

Now I don't really know about sound but I find these earphones good.

You cannot get anything of this build quality and sound quality for as low as Rs. 750.

Recommended to everyone."
Delight for music lovers!,5,"Sennheisor is already a very famous brand for making good music products.

This one too is one of those good products from its bags.

I personally have tried many earphones of this range of different brands but this model is having one of the best music qualities plus its very durable. its been with me for 2 years still I have no complains about it( and let me tell you that I am a very rough person in case of using electronics!). I would like to recommend it to you if you are a real music lover who frequently uses the earphones."
Dynamic earphones,4,"Bass and the clarity of sound of this earphones is awesome. Good quality earbuds. The wire is thin but its good. Bass of this earphone is so pure and deep and the sound clarity is so freakin good.

Earbuds are very comfortable and ears never get panic even after listening songs for hours. I have this earphones for about 2 weeks and this earphones rocks all the way. At this price it would be a best and dynamic earphone must buy this earphones."
"Best Bass with mid range Earphones,also sennheiser",4,"I've had sennheiser c x 180 for 2 years and it's still going strong.

The connecting cable is not so much tangled free but overall it's a charm. There is not a single sign that this is going to wear out soon so if you're looking for earbuds to invest with some low budget,  I'll definitely recommend this one.It works well with my desktop, laptop, and android.

The Sennheiser brand is pretty reliable.It has a decent in the ear fitting with less chances of dropping from ears.It comes with 3 pairs of earbuds small, medium and large which is quite good giving options with different sizes of ears.I also have another pair of earbuds from Sennheiser which are longer and more suitable for desktop use. Actually I have practically no complaints for this item, bass is perfect, treble is nice and you can feel the beats with it pretty good also the 3.5mm Jack has a protective cover from wearing out."
Bad for rock music but good for instrumental,2,"I actually bought this earphones for rs 850 from snapdeal. I like its crystal clear sound but no bass. it does not have mic.

At this price there are good eaphones to buy with that sound clarity and very clear and good bass with mic. without bass the song kills itself.

Only buy these earphones if you are not a much music lover. although its sound quality is good but it has very low bass. these are not good for music lovers. if you people like rock music then I wouldn't prefer you to buy. its only good for instrumental music. I found very low bass in it. I wouln't recommend it for music lovers."
Worth every penny you pay,5,"I am using this product over an year and trust me this is the best and can even beat 3-4k.

Precision tuned and nice frequency response on most devices and pmp.

Some might feel it a bit low on bass but the dynamic range is far better. I use it on my Samsung Galaxy S. It makes you feel like you are sitting in a live recording studio on nokia e-5. Overall the design is simple yet elegant with good sound quality.

Pros:
Ultra Comfotable for hours to go on.
good quality rubberized gels
bass is not muddy at all
7/10 noise isolation
Cons:
no go for absolute bass lover"
Best bass from the little one.,5,"General: Purchased this product in Amazon for a good deal. Sounds 670 rupees.

Pros: Bass is good.

Build quality of this headset look cool.

Cons: no mic. It cannot be used for calling.We can listen to songs that's it.Good rated mobile handset across all the Indian websites. Go for it if your budget is around 800- 900 bucks"
Best headphone under 1k shullcandy cx 180,5,"Hi my name is Akshay, I like to listern music so I always try different type of headphones sennheiser is one of the out of them, i used headphones of brands like jbl, Sony, audio technical, Panasonic, jvc, Skullcandy etc upto now but sennheiser is my best experience out of them due to its amazing sound quality and one of the best build quality I ever seen, sound output from it is very pure and acoustic and is build perfectly with smooth earpieces and ductile and smooth wire, best thing of this headphone is that after using for the long time youcan not feel any pain to ears like other headphones, so for me it is best experience and I Will recommended it 100% for who want to think of the purchasing this headphone and don't worry it is having special warranty of two years, so just go for it it will never disappoint you"
"BEST EARPHONE OF ALL TIME, HIGHLY RECOMMENDED",5,"Cx180 provides excellent sound quality with a good bass reproduction.The ear buds are so comfortable you may forget sometimes that you are wearing a earphone, there are three sizes of ear buds small,medium and large all provided with the packaging itself!.In the surround sound and movie type experience this product is a beast, it can give you the best ever experience while watching movies or while listening to songs.The company also provides `a 2 year warranty in which the earphone will be replaced in all cases except physical damage and believe me the customer service is mind blowing it took less than 5 minutes to replace the item after a year as soon as I reached sennheiser's office nearby! Another great thing about this earphone is its pricing, around 800 rupees you can get a professional and durable experience.

thank you!"
Sennheiser India online store selling used pieces,1,"Hi All,

Sennheiser ripped me off. Bought this product from their own eCommerce portal shop.sennheiserindia.com

Extremely disappointed with the quality of the product(CX 180) delivered by them.

The cover was already open and the earpieces has dirt(earwax maybe) in it. I was reluctant to touch the earpieces.(see pics). It is clear that the earphones are already used ones.

The same product is available over Amazon, Flipkart and Snapdeal for a lower price. Even then I opted for their online store to get a good quality, authentic product - which turned out to be a pathetic choice.

I don't know how their return policy is, but I dont need this used product.

Authentic Sennheiser store selling used ones?

See my Facebook post for pictures: https://facebook.com/johnsbk007/posts/1134740963257696"
Crank the bass on these comfy in-ears,4,*Yeah** you are dealing with the **Sennheiser** which is the best selling audio products in India.The **Sennheiser CX 180** Street is one of the best budget earphones that you can ever imagine to be launched. A country where budget is the only thing that people want Sennheiser CX 180 has gone most popular in the last 1 years.Although the product is entry level and comes handy when it comes to money there is no compromise in the performance.The product come with the 3.5 mm jack with the gold plating which gives you extra crisp and clear sound and if you are looking for the bass attack in your head then Sennheiser CX 180 is probably the one for you.Although it is far from refined and doesn't have the same level of quality as SoundMagic e10 but for entry level earphones it is the best you can get in this price range. The one thing I didn't like in the earphone that it does not have the Support for microphone. sometime it is very necessary for earphones to have the microphone but it is quite alright. The finger crossed housing design and varied size of eclipse that comes with the product provide you the extra comfort you deserve.
"Great bass, affordable in-ear earphone",4,"Recently I purchased this earphone from Amazon and I'm thoroughly satisifed with the product. The seller Cloudtail delivered it timely. I researched a lot about earphones before buying and fixed onto this. The Sony earphones with extra bass are quite expensive, the Skullcandy ones do not last long and so  Sennheiser being a reputed brand I took this. This is the best-selling earphone under Rs. 1000. I will now discuss what I liked about this:
Sound quality - First and foremost, the sound quality is amazing. It's very crisp and bass is ok too. The highs and mids are clear and can hear every beat. With proper equalizer this can be a beast. Anyways, the lows can be managed as they can't be crystal clear on an expensive one too.
2.Comfort - The earphone looks to be durable and last for a long time. Yes, the wire is thin but coming from a well established brand it will not wear easily.
Packaging - The box was well packed and you will find the earphones along with changeable earbuds. The box may not be as stylish like that of the Sony ones but quite decently it is packed.
Price - Under Rs. 1000 it's a deal because you get a complete package with good branded earphones and crisp sound that will shake your soul. If you are bass-head then you can go for Sony MDR-XB30EX else this one's perfect for you. Overall, I am loving music on this earphone and been over 3 months with no issues."
"Amazing Bass, Great Product",5,"I have been using Sennheiser CX 180 earphones for over six months now with my MI 4I phones.  Being an ardent music lover, I purchased this awesome product after reading a lot of reviews on it in different web portals.

The price of this product is MRP 990/- with some eCommerce sites offering it a discounted price. It is a German company product and comes with a two year warranty.  I got it at the full MRP price at a Reliance Digital outlet near my house at Attapur, Hyderabad.  I have not been disappointed with the quality of its performance.  It is simply an amazing sound output device. It works well with any audio device which has a 3.5 mm earphone facility.

The quality of music from this earphone is excellent, good bass, good balance of all bass, treble, and highs, mids and lows.  It is too good and it will certainly satisfy you for its worth.

It is a purely music set of earphones, and does not have a built in mic in it, though you can hear the calls from it and you can use the mic of the phone for speaking in.

It is the best earphones you can get for a budget of less than Rs 1000/-.  The two year warranty is an added assurance of its quality and Sennheiser assures to replace it with no questions asked during the warranty period except for reasons of physical damage due to mishandling.

Go for it if you are looking for a good pair of earphones for the purpose of listening to music of good quality.  You will not regret it."
"Thought Wonderful, Got Aweful !",1,"I thought at the price range of about 900 rupees, these mid range Sennheiser earphones must be great.

At first felt so, but as the time passed it showed the lowering of performance and after just 3 months of usage the right earpiece got totally malfunctioning & finally nothing can be heard from it.

Although I got a warranty of 2 years but replacing them was really a tough time to go through.I finally got it replaced by new ones after 1.5 months but again they got malfunctioning just about 2 months later and finally I dropped them out of use!

At present I am not using sennheiser accessories anymore and switched to other brands and recommend not to buy this accessory!"
"Best Low Cost, Awesome Sounding Headphones",5,"Product is'Sennheiser CX 180 Street II In-ear-canalphone'

This is for you if you want headphones under 1000 bucks which can sound great.I bought it a year ago and day by day it gets better.Bass is clear and deep with good treble an the best part very very good sound isolation. Quality of this headphone is very good with sturdy and inverted audio jack and cable management. Just one tiny problem is that buds come loose in your pocket.

One tip though when new, burn your headphones for atleast 24 hours. Burning music is easily available on YouTube and then listen to a heaven of difference. Definitely buy this plus it has 2 year guarantee."
Crystal clear sound with tough build quality,5,"Brought Sennheiser CX 180 Street 2 at price of rs. 746 before 10 months, yet no Complaint about it. There's no other earphones available in its comparison at this price. This dynamic drivers are at its best. they're producing high bass without distortion. Treble doesn't sound irritate. It has excellent ambient noise attenuation. These are very comfortable to listening for long period of time.

Soft rubber is used for making its cable, therefore you don't need to take care it while you are listening and you slept.

Sennheiser provide warranty for 2 years replacement which is very good.

Just one cons is lake of microphone. Overall these are best earphone available in market at its price for those who want quality sound."
Best earphones ever,5,"Sennheiser is the only name sufficient in the world of ear phones nd headphones industry, sennheiser is well known for its crystal clear sound, true bass effect, and surround sound effect, company launched these model of earphines at the price tag of nearly 900-1000rs,

PROS:
It gives crystal clear sound for which company is well known.
2.With its high bass effect you will feels awesome.

3.its surround sound effect will take you to the higher levels.

CONS:

(using it from last 6 months I didnt get any cons in it)."
Worth of money,4,"Sennheiser cx 180 is the best earphone ever I used before. Best build quality with great sound. If you are looking for earphone under rs.800 then I will suggest you to buy this awesome earphone. It is the best option for you because it comes with 2 years replacement warranty.I am using this earphone since last 2 years without any problem.

It is perfect while you are doing workout and exercises. It's noise cancellation is too high so don't  used it while you are driving or walking on the road.

I found only one demerits in this earphone that when I do full volume then base effect goes low and treble increased."
Best Earphones I have ever used!!,4,"Sennheiser is not a Unknown Brand to the Audiophiles, They are the best in the business!

When It was time for choosing a Well balanced earphone for my Smartphone, I was searching various options accross various price ranges and Brands. Sennheiser was my upmost choice(Cause I have already been using it's HD 202 II Model and Have full faith on them).

And I did the right choice this time as well.

It's performing just brilliantly with Crystal Clear Sound Production with a little but touch of Deep Bass and a fine tuned TREBLE.

It will please your ears no matter which song you are listening or which device you are using with.

And the cable length and durability is sufficient for normal users, It will easily reach to your Pants Pocket.

But be cautious with the cable especially the connecting wires, those are usually very sensitive even a little breakage can disrupt your listening experience; and can damage the earphones permanently!

But overall If you wanna buy some Branded earphones for your personal need and if you are not willing to compromise the Sound Quality and Clarity over price(it Costs around 1000 Rs.) then it will be the best option for you. Try it out."
Feel the best sound with Sennheiser CX 180,3,"This ear phone is really really good its a very nice product and you can feel the different music experience with Sennheiser CX 180. This ear phone have different sound quality to others.
nice volume.
ear friendly no damage for ear.
ear phone wire and material is good work for long time.
sound is too good.
smooth sound. great bass quality and very nice to listen.
If you are music lover than you will like this product. its nice according to price its really good."
Sennheiser CX180.....Best Budget BUY?,4,"One of the best manufacturer of headphone Sennheiser bring this budget headphone for price Rs 899/-. I am using this headphone past 3 years, yes you read right past 3 years.

Let differentiate with pros and cons.

*Pros.*:-

It give us a great sound with balance mix of treble and bass. Great design with finger- contoured housing design which is great for adjustment and optimal wearing comfort. Cord length is ample with 1.2 m, provide frequency range from 18 to 20, 000 Hz. Comes with 3 size buds Small. medium and Large. Works with all range of phone. One of the important pros of this headphone is it cancel all unwanted outer noise. It is comes with 2 years of warranty which is great. Warranty is covered all over India you just want to parcel your headphone to the address, which you will get from website and then after one week you got new piece.

*Cons*:-

This is great headphone but there is no mic and wire is not tangle free so you regularly solve the puzzle of wire of this headphone."
Nice ear phones. base is not so great.,4,"CX 180 in a in-ear canal style ear phone by Sennheiser.

Made completely out of plastic, it has a glossy finish.

It has a 1.2 m cable with a 3.5 mm jack that works mostly with all devices.

It doesn't have any microphone or in-line remote.

Coming to the quality, the build is nice, durable.

Although these are bass-driven earphones, the bass is not so good.

You will completely find out the difference when compare it with Creative ep630.

But the sound quality is good, balanced.

Recently there has been a price drop. It was sold for 1599 earlier but if you check this price online you will get it anywhere around 799-1099.

It comes in with a 2 years of warranty.

These are nice earphones. You won't regret buying one."
Great Earphones but not for Bassheads,4,"These earphones aren't meant for bass heads. There's almost no bass to speak of. The highs and mids are really good and overall its a great pair of earphones.

But the durability is a little less. I've been taking really good care of mine but still the outer cord cracked and you can see the copper wiring inside. I've had to resort to cello-taping it. But it still works perfectly. The L shaped pin makes sure it doesn't snap too easily. It would have been better if it had a mic too."
BASS TO LOW,1,"I have been using this earphones for a year now and I have come to the conclusion that the sound is pretty clear and treble is also good but Bass is not good. It can be hardly heard. I listen EDM songs and EDM is just about bass and this earphones are not for those music.

I bought senheiser earphones because I heard senheiser is a good company for the music lovers but I dont think so. I would not recommend to any one. Go fo rskullcandy instead."
Premium Qyality Headset In Budget (900 RS),5,"I bought these headset 6 month back with my Asus Zenfone 2 and when I coupled it with that phone, the output was very thundering, I was totally amazed with the output of these headset, the sound quality and the bass was just awesome.

I had not expected that much from them, but they turned out to be the best, I had previously skull candy headset but they got damaged within three months and the company also denied to return my money pr replace them, then I purchase Sennheiser CX 180 @900 from amazon and I am very happy till date with this head set, if you are a true music lover then go for this headset, this will not disappoint you what so ever.

If you like my review please Rate it useful and also share your precious views in the comment section below.Thank you."
THE BEST EARPHONES UNDER 1K,5,"I bought this earphones in october 2014, i was using jbl tempo earphones it was very fragile and less durable and finally it broke, so i was looking for some good earphones under 1k, i am great music fan but due to my low budget i found these earphones at rs 699(discounted orice) on amazon.

I had no idea about the product but i knew sennheiser is a great brand. And accidentally i have to say i now have the best earphone i ever owned, the music is great, but the durability of the earphones is more awesome after using more than a year and 3 months its still very good.

The best thing about the product is unmatched bass at this range, it supports almost all phones, very much low ambient loss, comfortable, and very good sound. I have heard music in other expensive earphones but i have to say this product is very mush comparable to them

I have not found any cons in this product till now, so if you are seeking for the best earphone in 1k range this is the product you should buy."
Best ear phones under 1000 Rs.,5,"Sennheiser CX 180 Street-II is the best pick under Rs 1000 price category due to its crystal quality sound, thumping deep bass, comfort ability, quality wire and Fantastic ambient noise attenuation.

Sound Quality: 10/10

Durability: 10/10

Bass: 10/10

Noise Reduction: 09/10

Comfort: 10/10

Sennheiser CX 180 Street II In-Ear Headphone is a sensational feat of headphone engineering, with its stunning design, quality and comfortable fit. It suits almost everyone and is the best In-Ear head phone available in the Indian market. It is meant for extended use and designed to make you enjoy the mind-blowing bass effects with its bass-driven stereo output. Sennheiser CX 180 II is an inner ear headphone which is meant to cancel all those annoying background noise during musical appreciation with its perfect fit.

CX180 is the best headphone out there under Rs 1000 and it is suitable for almost all occasions like work out sessions, joggings, gaming etc. due to its wire quality(long and strong), light weight and portability. Its highlights are sound quality, design, wire quality, comfort ability, portability, durability, noise cancellation, bass effects and compatibility. I recommend CX 180 over other same range headphones for full quality sound effects.

Cons:

No mic. But can be used with an additional mic cable but not recommended since it can degrade the sound effects and clarity.

Best of all 2 years warranty.

Surely go for it!"
